Date,UnitID,Property Address,NewLeads,ShowingsCompleted,Missed/Failed,Apps Received
2026-03-23,35821,"326 New Salem Rd, Swannanoa",1,0,0,0
2026-03-23,39485,"78 Old Oak Hill Rd, Candler",2,0,0,0
2026-03-23,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-03-23,41795,"442 Wickins Dr, Hendersonville",1,0,0,0
2026-03-23,45236,"575 Country Oak Drive, Asheville",0,1,0,0
2026-03-23,45515,"11 Rhudy Road, Asheville",1,0,0,0
2026-03-24,30340,"68 Maple St, Canton",1,0,0,0
2026-03-24,35584,"16 Hyde Park Pl, Arden",0,3,0,0
2026-03-24,35600,"26 Reid St, Marion",2,0,0,0
2026-03-24,35821,"326 New Salem Rd, Swannanoa",2,0,0,0
2026-03-24,39485,"78 Old Oak Hill Rd, Candler",1,0,0,1
2026-03-24,39486,"2383 Dutch Cove Rd #1, Canton",1,0,0,0
2026-03-24,41795,"442 Wickins Dr, Hendersonville",2,0,0,0
2026-03-24,45236,"575 Country Oak Drive, Asheville",2,2,0,1
2026-03-25,30340,"68 Maple St, Canton",2,0,0,0
2026-03-25,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-03-25,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-03-25,35584,"16 Hyde Park Pl, Arden",2,0,0,0
2026-03-25,35600,"26 Reid St, Marion",1,0,0,0
2026-03-25,35821,"326 New Salem Rd, Swannanoa",2,0,0,0
2026-03-25,39485,"78 Old Oak Hill Rd, Candler",3,0,0,0
2026-03-25,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-03-25,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-03-25,45515,"11 Rhudy Road, Asheville",1,0,0,0
2026-03-25,47189,"6 Dogwood Court #B, Asheville",1,0,0,0
2026-03-26,30340,"68 Maple St, Canton",0,1,0,1
2026-03-26,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-03-26,35584,"16 Hyde Park Pl, Arden",0,0,0,1
2026-03-26,35600,"26 Reid St, Marion",1,0,0,0
2026-03-26,37191,"588 Ray Hill Rd #D, Mills River",1,0,0,0
2026-03-26,39485,"78 Old Oak Hill Rd, Candler",2,0,0,0
2026-03-26,39488,"2383 Dutch Cove Rd #3, Canton",1,1,0,1
2026-03-26,41795,"442 Wickins Dr, Hendersonville",1,0,0,0
2026-03-26,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-03-26,45515,"11 Rhudy Road, Asheville",2,0,0,0
2026-03-26,48486,"16 Fortunate Drive #B, Asheville",1,0,0,0
2026-03-27,29200,"114 Richmond Ave, Asheville",0,1,0,0
2026-03-27,30340,"68 Maple St, Canton",1,0,0,0
2026-03-27,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-03-27,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-03-27,35584,"16 Hyde Park Pl, Arden",1,0,0,0
2026-03-27,35600,"26 Reid St, Marion",1,1,0,0
2026-03-27,39485,"78 Old Oak Hill Rd, Candler",1,0,0,0
2026-03-27,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-03-27,45711,"510 Deaverview Road, Asheville",1,0,0,0
2026-03-27,48486,"16 Fortunate Drive #B, Asheville",1,0,0,0
2026-03-28,35600,"26 Reid St, Marion",1,0,0,0
2026-03-28,37191,"588 Ray Hill Rd #D, Mills River",0,0,0,1
2026-03-28,39485,"78 Old Oak Hill Rd, Candler",1,0,0,0
2026-03-28,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-03-29,30340,"68 Maple St, Canton",1,0,0,0
2026-03-29,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-03-29,35584,"16 Hyde Park Pl, Arden",1,0,0,0
2026-03-29,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-03-29,48993,"12 Riddle Road, Swannanoa",2,0,0,0
2026-03-30,29200,"114 Richmond Ave, Asheville",1,0,0,0
2026-03-30,32560,"18 Canterbury Rd, Asheville",5,0,0,0
2026-03-30,34711,"240 Ridgeview Ln, Mars Hill",0,1,0,0
2026-03-30,35584,"16 Hyde Park Pl, Arden",2,0,0,0
2026-03-30,35600,"26 Reid St, Marion",2,0,0,0
2026-03-30,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-03-30,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-03-30,46487,"131 Moody Avenue, Candler",1,0,0,0
2026-03-31,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-03-31,29200,"114 Richmond Ave, Asheville",1,0,0,0
2026-03-31,32560,"18 Canterbury Rd, Asheville",0,2,0,0
2026-03-31,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-03-31,35584,"16 Hyde Park Pl, Arden",0,1,0,0
2026-03-31,35600,"26 Reid St, Marion",2,3,0,0
2026-03-31,39488,"2383 Dutch Cove Rd #3, Canton",3,0,0,0
2026-03-31,45236,"575 Country Oak Drive, Asheville",2,0,0,0
2026-03-31,46487,"131 Moody Avenue, Candler",1,0,0,0
2026-04-01,30340,"68 Maple St, Canton",1,0,0,0
2026-04-01,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-04-01,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-04-01,35584,"16 Hyde Park Pl, Arden",1,0,0,0
2026-04-01,35600,"26 Reid St, Marion",1,0,0,0
2026-04-01,35821,"326 New Salem Rd, Swannanoa",1,0,0,0
2026-04-01,39485,"78 Old Oak Hill Rd, Candler",0,1,0,0
2026-04-01,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-01,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-01,48993,"12 Riddle Road, Swannanoa",0,1,0,0
2026-04-02,35584,"16 Hyde Park Pl, Arden",1,0,0,0
2026-04-02,35600,"26 Reid St, Marion",1,0,0,0
2026-04-02,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-02,48486,"16 Fortunate Drive #B, Asheville",1,0,0,0
2026-04-02,48993,"12 Riddle Road, Swannanoa",1,0,0,0
2026-04-03,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-03,29200,"114 Richmond Ave, Asheville",1,1,0,0
2026-04-03,30340,"68 Maple St, Canton",1,0,0,0
2026-04-03,32560,"18 Canterbury Rd, Asheville",1,1,0,0
2026-04-03,35600,"26 Reid St, Marion",4,0,0,0
2026-04-03,37191,"588 Ray Hill Rd #D, Mills River",1,0,0,0
2026-04-03,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-03,45236,"575 Country Oak Drive, Asheville",1,1,0,0
2026-04-03,48486,"16 Fortunate Drive #B, Asheville",1,0,0,0
2026-04-03,48993,"12 Riddle Road, Swannanoa",0,0,0,1
2026-04-04,30340,"68 Maple St, Canton",1,0,0,0
2026-04-04,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-04-04,35600,"26 Reid St, Marion",1,0,0,0
2026-04-04,39487,"2383 Dutch Cove Rd #2, Canton",1,0,0,0
2026-04-04,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-04,45711,"510 Deaverview Road, Asheville",1,0,0,0
2026-04-04,48993,"12 Riddle Road, Swannanoa",1,0,0,0
2026-04-05,30340,"68 Maple St, Canton",2,0,0,0
2026-04-05,37191,"588 Ray Hill Rd #D, Mills River",1,0,0,0
2026-04-05,39486,"2383 Dutch Cove Rd #1, Canton",1,0,0,0
2026-04-05,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-06,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-06,30340,"68 Maple St, Canton",0,1,0,0
2026-04-06,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-04-06,35600,"26 Reid St, Marion",2,0,0,0
2026-04-06,39487,"2383 Dutch Cove Rd #2, Canton",1,0,0,0
2026-04-06,39488,"2383 Dutch Cove Rd #3, Canton",2,0,0,0
2026-04-06,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-06,48993,"12 Riddle Road, Swannanoa",1,0,0,0
2026-04-07,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-07,30340,"68 Maple St, Canton",1,0,0,0
2026-04-07,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-04-07,39487,"2383 Dutch Cove Rd #2, Canton",1,0,0,0
2026-04-07,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-07,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-07,48486,"16 Fortunate Drive #B, Asheville",0,1,0,0
2026-04-07,48993,"12 Riddle Road, Swannanoa",1,0,0,0
2026-04-07,50582,"131 Tanner Trail, Waynesville",2,0,0,0
2026-04-08,29200,"114 Richmond Ave, Asheville",1,0,0,0
2026-04-08,32560,"18 Canterbury Rd, Asheville",1,2,0,0
2026-04-08,35600,"26 Reid St, Marion",3,0,0,0
2026-04-08,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-08,45236,"575 Country Oak Drive, Asheville",2,0,0,0
2026-04-08,46487,"131 Moody Avenue, Candler",0,1,0,1
2026-04-08,48486,"16 Fortunate Drive #B, Asheville",1,0,0,0
2026-04-08,48993,"12 Riddle Road, Swannanoa",0,1,0,0
2026-04-08,50582,"131 Tanner Trail, Waynesville",4,0,0,0
2026-04-09,30340,"68 Maple St, Canton",1,0,0,0
2026-04-09,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-04-09,35600,"26 Reid St, Marion",0,0,0,2
2026-04-09,39486,"2383 Dutch Cove Rd #1, Canton",1,0,0,0
2026-04-09,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-09,45236,"575 Country Oak Drive, Asheville",3,0,0,0
2026-04-09,48993,"12 Riddle Road, Swannanoa",2,0,0,1
2026-04-09,50582,"131 Tanner Trail, Waynesville",1,0,0,0
2026-04-10,29200,"114 Richmond Ave, Asheville",0,1,0,0
2026-04-10,30340,"68 Maple St, Canton",1,1,0,0
2026-04-10,32560,"18 Canterbury Rd, Asheville",0,0,0,1
2026-04-10,35600,"26 Reid St, Marion",1,0,0,0
2026-04-10,39488,"2383 Dutch Cove Rd #3, Canton",1,1,0,0
2026-04-10,45236,"575 Country Oak Drive, Asheville",0,2,0,0
2026-04-10,47189,"6 Dogwood Court #B, Asheville",1,0,0,0
2026-04-10,50582,"131 Tanner Trail, Waynesville",0,2,0,0
2026-04-11,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-04-11,35600,"26 Reid St, Marion",1,0,0,0
2026-04-11,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-11,48993,"12 Riddle Road, Swannanoa",1,0,0,0
2026-04-12,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-12,30340,"68 Maple St, Canton",1,0,0,0
2026-04-12,35600,"26 Reid St, Marion",1,0,0,0
2026-04-12,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-12,48993,"12 Riddle Road, Swannanoa",1,0,0,0
2026-04-13,30340,"68 Maple St, Canton",1,1,0,0
2026-04-13,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-04-13,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-04-13,45236,"575 Country Oak Drive, Asheville",2,0,0,0
2026-04-13,50582,"131 Tanner Trail, Waynesville",1,0,0,0
2026-04-14,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-14,29200,"114 Richmond Ave, Asheville",1,0,0,0
2026-04-14,30340,"68 Maple St, Canton",0,0,0,1
2026-04-14,35600,"26 Reid St, Marion",3,1,0,0
2026-04-14,39488,"2383 Dutch Cove Rd #3, Canton",4,0,0,1
2026-04-14,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-15,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-15,29200,"114 Richmond Ave, Asheville",3,0,0,0
2026-04-15,30340,"68 Maple St, Canton",1,0,0,0
2026-04-15,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-04-15,34711,"240 Ridgeview Ln, Mars Hill",1,1,0,0
2026-04-15,45236,"575 Country Oak Drive, Asheville",2,3,0,2
2026-04-15,48486,"16 Fortunate Drive #B, Asheville",1,0,0,0
2026-04-15,50181,"110 Heywood Road #9b, Arden",2,0,0,0
2026-04-15,50582,"131 Tanner Trail, Waynesville",1,0,0,0
2026-04-16,29200,"114 Richmond Ave, Asheville",1,0,0,0
2026-04-16,30340,"68 Maple St, Canton",1,0,0,0
2026-04-16,32560,"18 Canterbury Rd, Asheville",2,0,0,0
2026-04-16,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-04-16,45236,"575 Country Oak Drive, Asheville",1,1,0,0
2026-04-16,50582,"131 Tanner Trail, Waynesville",1,0,0,0
2026-04-17,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-17,29200,"114 Richmond Ave, Asheville",1,1,0,0
2026-04-17,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-04-17,34711,"240 Ridgeview Ln, Mars Hill",0,1,0,0
2026-04-17,35600,"26 Reid St, Marion",3,0,0,0
2026-04-17,39486,"2383 Dutch Cove Rd #1, Canton",2,0,0,0
2026-04-17,45236,"575 Country Oak Drive, Asheville",0,1,0,0
2026-04-17,50582,"131 Tanner Trail, Waynesville",1,0,0,0
2026-04-18,23534,"3 Penley Ave #B, Asheville",1,0,0,0
2026-04-18,29200,"114 Richmond Ave, Asheville",2,0,0,0
2026-04-18,30340,"68 Maple St, Canton",2,0,0,0
2026-04-18,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-04-18,45236,"575 Country Oak Drive, Asheville",3,0,0,0
2026-04-19,29200,"114 Richmond Ave, Asheville",2,0,0,0
2026-04-19,32560,"18 Canterbury Rd, Asheville",1,0,0,0
2026-04-19,34711,"240 Ridgeview Ln, Mars Hill",1,0,0,0
2026-04-19,35600,"26 Reid St, Marion",1,0,0,0
2026-04-19,39487,"2383 Dutch Cove Rd #2, Canton",1,0,0,0
2026-04-19,39488,"2383 Dutch Cove Rd #3, Canton",1,0,0,0
2026-04-19,45236,"575 Country Oak Drive, Asheville",1,0,0,0
2026-04-19,45711,"510 Deaverview Road, Asheville",0,1,0,0
2026-04-20,32560,"18 Canterbury Rd, Asheville",0,4,0,1
2026-04-20,39488,"2383 Dutch Cove Rd #3, Canton",0,1,0,0
2026-04-20,45236,"575 Country Oak Drive, Asheville",0,0,0,1
2026-04-21,29200,"114 Richmond Ave, Asheville",0,1,0,0
2026-04-21,50582,"131 Tanner Trail, Waynesville",0,1,0,2
2026-04-22,39488,"2383 Dutch Cove Rd #3, Canton",0,0,0,1
2026-04-23,29200,"114 Richmond Ave, Asheville",0,1,0,0
2026-04-23,45236,"575 Country Oak Drive, Asheville",0,0,0,1
2026-04-24,29200,"114 Richmond Ave, Asheville",0,1,0,0
2026-04-24,50582,"131 Tanner Trail, Waynesville",0,1,0,0
2026-04-25,56794,"555 Baldwin Avenue, Marion",0,0,0,1
2026-04-27,30340,"68 Maple St, Canton",0,2,0,0
2026-04-27,32560,"18 Canterbury Rd, Asheville",0,0,0,1
2026-04-28,34711,"240 Ridgeview Ln, Mars Hill",0,1,0,0
2026-04-28,35600,"26 Reid St, Marion",0,1,0,0
2026-04-28,50181,"110 Heywood Road #9b, Arden",0,1,0,0
2026-04-28,50582,"131 Tanner Trail, Waynesville",0,1,0,1
2026-04-29,30340,"68 Maple St, Canton",0,1,0,0
2026-04-29,34711,"240 Ridgeview Ln, Mars Hill",0,0,0,1
2026-04-29,39486,"2383 Dutch Cove Rd #1, Canton",0,1,0,0
2026-04-29,50582,"131 Tanner Trail, Waynesville",0,1,0,0
2026-04-30,52846,"26 Reid Street #1, Marion",0,1,0,0
2026-05-02,37191,"588 Ray Hill Rd #D, Mills River",0,1,0,0
2026-05-04,30340,"68 Maple St, Canton",0,1,0,0
2026-05-04,56794,"555 Baldwin Avenue, Marion",0,1,0,0
